node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
file_/home/admin/docs/doc_024.txt,3,0.0059619267,0.0014904803,0.007452407,0.30109537,False
file_/tmp/cache_016.dat,4,0.0059619267,0.0014904803,0.007452407,0.30109537,False
file_/tmp/cache_018.dat,0,0.0019249863,0.0004812467,0.002406233,1.389255e-08,False
file_/var/log/app_004.log,2,0.0059619267,0.0014904803,0.007452407,0.30109537,False
file_/var/log/app_050.log,1,0.004323385,0.0010808464,0.0054042316,0.17888474,False
ip_10.0.0.13,6,0.007117333,0.0017793335,0.008896667,0.38727152,False
ip_192.168.1.4,5,0.015332487,0.0038331207,0.019165609,0.99999934,True
proc_app_018,0,0.0019249863,0.00048124648,0.0024062328,0.0,False
proc_app_037,1,0.004323385,0.0010808462,0.005404231,0.17888471,False
proc_app_046,2,0.0059619267,0.0014904832,0.0074524097,0.30109552,False
proc_app_055,3,0.0059619267,0.0014904832,0.0074524097,0.30109552,False
proc_app_064,4,0.0059619267,0.0014904832,0.0074524097,0.30109552,False
proc_sys_029,5,0.015332487,0.0038331235,0.01916561,0.99999946,True
proc_sys_034,6,0.007117333,0.001779333,0.008896666,0.38727146,False
