node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
domain_service02.internal,10,0.015332487,0.0038331207,0.019165609,0.061459836,False
file_/home/admin/docs/doc_021.txt,2,0.012526024,0.0031315058,0.01565753,0.041583013,False
file_/home/admin/docs/doc_028.txt,8,0.0066548022,0.001663701,0.008318503,5.2768847e-09,False
file_/home/admin/docs/doc_038.txt,2,0.012526024,0.003131506,0.01565753,0.041583013,False
file_/tmp/cache_008.dat,3,0.015847476,0.003961869,0.019809345,0.06510725,False
file_/tmp/cache_010.dat,3,0.015847476,0.003961869,0.019809345,0.06510725,False
file_/var/log/app_018.log,0,0.052063987,0.03835646,0.09042045,0.4651906,True
ip_192.168.1.2,5,0.013013259,0.0032533132,0.016266571,0.045033854,False
ip_192.168.1.4,4,0.015332484,0.003833121,0.019165605,0.061459817,False
proc_app_005,7,0.018648198,0.004662048,0.023310246,0.0849434,False
proc_app_006,0,0.0090131825,0.004005859,0.013019042,0.026633315,False
proc_app_007,4,0.015332484,0.0038331207,0.019165605,0.061459817,False
proc_app_010,9,0.010091718,0.002522931,0.012614649,0.024342017,False
proc_app_012,1,0.103125505,0.081683956,0.18480946,0.99999994,True
proc_app_014,6,0.010091718,0.0025229282,0.012614647,0.024342006,False
proc_app_017,1,0.015081727,0.006702988,0.021784715,0.07629973,False
proc_app_024,5,0.013013259,0.0032533158,0.016266575,0.045033876,False
proc_app_033,6,0.010091718,0.002522931,0.012614649,0.024342017,False
proc_app_043,7,0.018648198,0.004662051,0.023310248,0.08494341,False
proc_app_055,8,0.0066548022,0.0016637001,0.008318502,0.0,False
proc_app_060,9,0.010091718,0.0025229282,0.012614647,0.024342006,False
proc_app_061,11,0.018648198,0.0046620485,0.023310246,0.0849434,False
proc_app_073,0,0.034976557,0.03266065,0.067637205,0.3361005,False
proc_app_080,1,0.07901878,0.07364837,0.15266715,0.81788117,True
proc_sys_014,10,0.015332487,0.0038331235,0.01916561,0.061459847,False
proc_sys_028,11,0.018648198,0.004662051,0.023310248,0.08494341,False
