node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
domain_service01.internal,5,0.007117332,0.0017793331,0.008896665,0.25546694,False
domain_service19.internal,0,0.009779698,0.002289756,0.012069454,0.37643793,False
file_/home/admin/docs/doc_001.txt,13,0.005454834,0.0013637074,0.0068185413,0.17623302,False
file_/home/admin/docs/doc_004.txt,4,0.0017570843,0.00043927087,0.0021963553,0.0,False
file_/var/log/app_007.log,2,0.0032634486,0.0008158621,0.0040793107,0.07179264,False
file_/var/log/app_008.log,9,0.005454834,0.0013637074,0.0068185413,0.17623302,False
file_/var/log/app_032.log,10,0.005454834,0.0013637074,0.0068185413,0.17623302,False
file_/var/log/app_040.log,1,0.0019249863,0.0004812467,0.002406233,0.0080021415,False
file_/var/log/app_045.log,12,0.0059619267,0.0014904803,0.007452407,0.20040081,False
file_/var/log/app_048.log,11,0.0059619267,0.0014904803,0.007452407,0.20040081,False
ip_10.0.0.20,7,0.015332484,0.003833121,0.019165605,0.6469974,True
ip_10.0.0.21,8,0.013013259,0.0032533132,0.016266571,0.5364641,True
ip_192.168.1.6,3,0.007117332,0.0017793331,0.008896665,0.25546694,False
proc_app_001,1,0.0019249863,0.00048124648,0.0024062328,0.008002132,False
proc_app_019,2,0.0032634486,0.00081586215,0.0040793107,0.07179264,False
proc_app_031,3,0.007117332,0.001779333,0.008896665,0.25546694,False
proc_app_032,4,0.0017570843,0.00043927136,0.0021963557,1.7754564e-08,False
proc_app_043,6,0.019595396,0.0048988503,0.024494246,0.85016584,True
proc_app_050,5,0.007117332,0.001779333,0.008896665,0.25546694,False
proc_app_051,0,0.013025909,0.005789295,0.018815205,0.6336374,True
proc_app_058,6,0.019595396,0.004898848,0.024494244,0.8501658,True
proc_app_060,7,0.015332484,0.0038331207,0.019165605,0.6469974,True
proc_sys_002,8,0.013013259,0.0032533158,0.016266575,0.5364642,True
proc_sys_006,9,0.005454834,0.0013637097,0.0068185437,0.17623311,False
proc_sys_008,10,0.005454834,0.0013637097,0.0068185437,0.17623311,False
proc_sys_023,11,0.0059619267,0.0014904832,0.0074524097,0.20040092,False
proc_sys_026,0,0.022045638,0.006378403,0.028424041,0.99999964,True
proc_sys_029,12,0.0059619267,0.0014904832,0.0074524097,0.20040092,False
proc_sys_030,13,0.005454834,0.0013637097,0.0068185437,0.17623311,False
