node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
file_/var/log/app_028.log,0,0.0026946047,0.0016895001,0.0043841046,0.10941245,False
file_/var/log/app_038.log,1,0.004066317,0.0030671044,0.0071334215,0.23116724,False
file_/var/log/app_048.log,1,0.005990886,0.0037086268,0.009699513,0.34480783,False
file_/var/log/app_055.log,0,0.0032118834,0.0018619257,0.005073809,0.13995634,False
proc_app_038,0,0.0013247223,0.0005887653,0.0019134877,0.0,False
proc_app_053,3,0.018648198,0.004662048,0.023310246,0.9475656,True
proc_app_058,2,0.019595396,0.004898848,0.024494244,0.9999995,True
proc_app_060,2,0.019595396,0.0048988503,0.024494246,0.9999996,True
proc_sys_022,4,0.019595396,0.004898848,0.024494244,0.9999995,True
proc_sys_023,1,0.0018458276,0.00082036835,0.0026661959,0.03333404,False
proc_sys_024,3,0.018648198,0.004662051,0.023310248,0.9475657,True
proc_sys_034,4,0.019595396,0.0048988503,0.024494246,0.9999996,True
