node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
file_/home/admin/docs/doc_012.txt,1,0.003855077,0.0020727066,0.0059277834,0.029990863,False
file_/home/admin/docs/doc_019.txt,9,0.0059619267,0.0014904803,0.007452407,0.040239934,False
file_/home/admin/docs/doc_039.txt,10,0.0017570843,0.00043927087,0.0021963553,0.004906857,False
file_/var/log/app_012.log,5,0.005454834,0.0013637074,0.0068185413,0.035978857,False
file_/var/log/app_013.log,0,0.088604756,0.061618917,0.15022367,0.9999999,True
file_/var/log/app_022.log,1,0.0012152123,0.0011927527,0.002407965,0.006329374,False
ip_192.168.1.13,2,0.015332484,0.003833121,0.019165605,0.11898027,False
proc_app_003,3,0.018648198,0.004662048,0.023310246,0.14684205,False
proc_app_004,8,0.018648198,0.004662048,0.023310246,0.14684205,False
proc_app_020,0,0.072777346,0.05634311,0.12912045,0.8581365,True
proc_app_022,2,0.015332484,0.0038331207,0.019165605,0.11898027,False
proc_app_026,7,0.010091718,0.002522931,0.012614649,0.07494238,False
proc_app_031,4,0.019595396,0.0048988503,0.024494246,0.15480132,False
proc_app_038,0,0.024423784,0.0108550135,0.035278797,0.22729897,False
proc_app_039,3,0.018648198,0.004662051,0.023310248,0.14684206,False
proc_app_046,6,0.010091718,0.0025229282,0.012614647,0.07494237,False
proc_app_077,4,0.019595396,0.004898848,0.024494244,0.15480131,False
proc_sys_003,5,0.005454834,0.0013637097,0.0068185437,0.035978876,False
proc_sys_008,6,0.010091718,0.002522931,0.012614649,0.07494238,False
proc_sys_011,7,0.010091718,0.0025229282,0.012614647,0.07494237,False
proc_sys_012,8,0.018648198,0.004662051,0.023310248,0.14684206,False
proc_sys_023,11,0.010091724,0.002522932,0.012614656,0.07494243,False
proc_sys_025,9,0.0059619267,0.0014904832,0.0074524097,0.040239953,False
proc_sys_028,10,0.0017570843,0.00043927136,0.0021963557,0.0049068597,False
proc_sys_029,1,0.001015217,0.00045120768,0.0014664247,0.0,False
proc_sys_030,11,0.010091724,0.00252293,0.012614654,0.07494242,False
