node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
file_/home/admin/docs/doc_011.txt,2,0.0059619267,0.0014904803,0.007452407,0.3097395,False
file_/home/admin/docs/doc_023.txt,4,0.0017570843,0.00043927087,0.0021963553,0.0,False
file_/tmp/cache_010.dat,9,0.005454834,0.0013637074,0.0068185413,0.27238575,False
file_/tmp/cache_015.dat,0,0.012526024,0.003131506,0.01565753,0.79326797,True
file_/var/log/app_005.log,12,0.0043233866,0.0010808464,0.005404233,0.18904047,False
file_/var/log/app_011.log,10,0.0017570843,0.00043927087,0.0021963553,0.0,False
file_/var/log/app_021.log,7,0.0059619267,0.0014904803,0.007452407,0.3097395,False
file_/var/log/app_023.log,6,0.004323385,0.0010808464,0.0054042316,0.18904038,False
file_/var/log/app_027.log,3,0.0059619267,0.0014904803,0.007452407,0.3097395,False
file_/var/log/app_036.log,5,0.004323385,0.0010808464,0.0054042316,0.18904038,False
file_/var/log/app_042.log,0,0.012526024,0.0031315058,0.01565753,0.79326797,True
file_/var/log/app_046.log,1,0.005454834,0.0013637074,0.0068185413,0.27238575,False
ip_10.0.0.15,8,0.007117332,0.0017793331,0.008896665,0.39484972,False
ip_10.0.0.20,11,0.015332487,0.0038331207,0.019165609,0.99999934,True
proc_app_003,1,0.005454834,0.0013637097,0.0068185437,0.2723859,False
proc_app_028,2,0.0059619267,0.0014904832,0.0074524097,0.30973965,False
proc_app_036,3,0.0059619267,0.0014904832,0.0074524097,0.30973965,False
proc_app_040,4,0.0017570843,0.00043927136,0.0021963557,2.7441452e-08,False
proc_app_052,5,0.004323385,0.0010808462,0.005404231,0.18904035,False
proc_app_058,6,0.004323385,0.0010808462,0.005404231,0.18904035,False
proc_app_077,7,0.0059619267,0.0014904832,0.0074524097,0.30973965,False
proc_sys_012,8,0.007117332,0.001779333,0.008896665,0.39484972,False
proc_sys_014,9,0.005454834,0.0013637097,0.0068185437,0.2723859,False
proc_sys_016,10,0.0017570843,0.00043927136,0.0021963557,2.7441452e-08,False
proc_sys_021,11,0.015332487,0.0038331235,0.01916561,0.99999946,True
proc_sys_022,12,0.0043233866,0.0010808469,0.0054042335,0.18904048,False
