node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
domain_service09.internal,3,0.013013259,0.0032533132,0.016266571,0.038610656,False
file_/home/admin/docs/doc_034.txt,10,0.0019249863,0.0004812467,0.002406233,0.0003158102,False
file_/var/log/app_004.log,2,0.0032634486,0.0008158621,0.0040793107,0.0049383705,False
file_/var/log/app_013.log,0,0.0020627365,0.00022919281,0.0022919294,0.0,False
file_/var/log/app_033.log,6,0.0059619267,0.0014904803,0.007452407,0.014257926,False
file_/var/log/app_052.log,4,0.005454834,0.0013637074,0.0068185413,0.0125066135,False
file_/var/log/app_054.log,0,0.0020627365,0.00022919281,0.0022919294,0.0,False
file_/var/log/app_056.log,8,0.005454834,0.0013637074,0.0068185413,0.0125066135,False
ip_10.0.0.11,5,0.015332484,0.003833121,0.019165605,0.04662042,False
ip_10.0.0.19,1,0.034288224,0.015239208,0.049527433,0.13050736,False
proc_app_002,2,0.0032634486,0.00081586215,0.0040793107,0.0049383705,False
proc_app_011,3,0.013013259,0.0032533158,0.016266575,0.038610663,False
proc_app_013,9,0.010091718,0.002522931,0.012614649,0.028520728,False
proc_app_014,7,0.010091718,0.002522931,0.012614649,0.028520728,False
proc_app_025,4,0.005454834,0.0013637097,0.0068185437,0.01250662,False
proc_app_033,5,0.015332484,0.0038331207,0.019165605,0.04662042,False
proc_app_054,1,0.1423261,0.13385881,0.27618492,0.7567412,True
proc_app_055,6,0.0059619267,0.0014904832,0.0074524097,0.014257933,False
proc_app_067,7,0.010091718,0.0025229282,0.012614647,0.028520722,False
proc_sys_008,8,0.005454834,0.0013637097,0.0068185437,0.01250662,False
proc_sys_025,9,0.010091718,0.0025229282,0.012614647,0.028520722,False
proc_sys_031,10,0.0019249863,0.00048124648,0.0024062328,0.00031580956,False
proc_sys_036,0,0.0020627365,0.00091677194,0.0029795086,0.0018997181,False
proc_sys_040,1,0.20835945,0.15586992,0.36422938,1.0,True
