node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
file_/home/admin/docs/doc_010.txt,10,0.0059619267,0.0014904803,0.007452407,0.208302,False
file_/home/admin/docs/doc_012.txt,7,0.0059619267,0.0014904803,0.007452407,0.208302,False
file_/home/admin/docs/doc_022.txt,12,0.005454827,0.0013637064,0.0068185334,0.17665607,False
file_/home/admin/docs/doc_026.txt,1,0.005454834,0.0013637074,0.0068185413,0.17665647,False
file_/home/admin/docs/doc_035.txt,9,0.0059619267,0.0014904803,0.007452407,0.208302,False
file_/tmp/cache_011.dat,0,0.001330057,0.0019500246,0.0032800818,0.0,False
file_/var/log/app_012.log,2,0.0032634486,0.0008158621,0.0040793107,0.03990125,False
file_/var/log/app_019.log,0,0.012085668,0.005535231,0.017620899,0.71596074,True
file_/var/log/app_033.log,6,0.0066548022,0.001663701,0.008318503,0.25154158,False
file_/var/log/app_059.log,4,0.0066548022,0.001663701,0.008318503,0.25154158,False
ip_10.0.0.30,3,0.007117332,0.0017793331,0.008896665,0.28040612,False
ip_10.0.0.9,8,0.013013259,0.0032533132,0.016266571,0.64834636,True
ip_192.168.1.7,5,0.015332484,0.003833121,0.019165605,0.79307973,True
proc_app_013,1,0.005454834,0.0013637097,0.0068185437,0.17665659,False
proc_app_016,2,0.0032634486,0.00081586215,0.0040793107,0.03990125,False
proc_app_019,3,0.007117332,0.001779333,0.008896665,0.28040612,False
proc_app_023,4,0.0066548022,0.0016637001,0.008318502,0.25154155,False
proc_app_029,5,0.015332484,0.0038331207,0.019165605,0.79307973,True
proc_app_043,6,0.0066548022,0.0016637001,0.008318502,0.25154155,False
proc_app_047,7,0.0059619267,0.0014904832,0.0074524097,0.20830214,False
proc_app_052,8,0.013013259,0.0032533158,0.016266575,0.64834654,True
proc_sys_001,9,0.0059619267,0.0014904832,0.0074524097,0.20830214,False
proc_sys_003,10,0.0059619267,0.0014904832,0.0074524097,0.20830214,False
proc_sys_005,0,0.00333589,0.0014826168,0.0048185065,0.07680537,False
proc_sys_019,11,0.018648196,0.004662048,0.023310244,0.9999995,True
proc_sys_020,11,0.018648196,0.0046620495,0.023310246,0.9999995,True
proc_sys_024,12,0.005454827,0.0013637074,0.0068185343,0.17665611,False
