node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
domain_service08.internal,6,0.013013259,0.0032533132,0.016266571,0.79642826,True
domain_service19.internal,5,0.015332484,0.003833121,0.019165605,0.9630096,True
file_/home/admin/docs/doc_033.txt,3,0.0059619267,0.0014904803,0.007452407,0.28995797,False
file_/tmp/cache_010.dat,8,0.004323385,0.0010808464,0.0054042316,0.17226787,False
file_/tmp/cache_018.dat,0,0.012526024,0.003131506,0.01565753,0.7614321,True
file_/var/log/app_011.log,0,0.012526024,0.0031315058,0.01565753,0.7614321,True
file_/var/log/app_014.log,9,0.005454834,0.0013637074,0.0068185413,0.25353545,False
file_/var/log/app_017.log,1,0.015847476,0.003961869,0.019809345,0.99999946,True
file_/var/log/app_019.log,2,0.012526024,0.0031315058,0.01565753,0.7614321,True
file_/var/log/app_024.log,4,0.005454834,0.0013637074,0.0068185413,0.25353545,False
file_/var/log/app_050.log,1,0.015847476,0.003961869,0.019809345,0.99999946,True
file_/var/log/app_057.log,2,0.012526024,0.003131506,0.01565753,0.7614321,True
file_/var/log/app_059.log,10,0.0019249863,0.0004812467,0.002406233,1.3378671e-08,False
ip_192.168.1.12,7,0.007117332,0.0017793331,0.008896665,0.3729464,False
proc_app_032,3,0.0059619267,0.0014904832,0.0074524097,0.28995812,False
proc_app_040,4,0.005454834,0.0013637097,0.0068185437,0.2535356,False
proc_app_049,5,0.015332484,0.0038331207,0.019165605,0.9630096,True
proc_app_076,6,0.013013259,0.0032533158,0.016266575,0.7964285,True
proc_sys_009,7,0.007117332,0.001779333,0.008896665,0.3729464,False
proc_sys_012,8,0.004323385,0.0010808462,0.005404231,0.17226785,False
proc_sys_029,9,0.005454834,0.0013637097,0.0068185437,0.2535356,False
proc_sys_038,10,0.0019249863,0.00048124648,0.0024062328,0.0,False
