node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
file_/home/admin/docs/doc_021.txt,8,0.005454834,0.0013637074,0.0068185413,0.13417771,False
file_/home/admin/docs/doc_025.txt,10,0.0059619267,0.0014904803,0.007452407,0.16522682,False
file_/home/admin/docs/doc_026.txt,0,0.015847476,0.003961869,0.019809345,0.7705157,True
file_/home/admin/docs/doc_037.txt,6,0.005454834,0.0013637074,0.0068185413,0.13417771,False
file_/home/admin/docs/doc_039.txt,2,0.004323385,0.0010808464,0.0054042316,0.06489956,False
file_/tmp/cache_020.dat,5,0.0059619267,0.0014904803,0.007452407,0.16522682,False
file_/var/log/app_002.log,7,0.0059619267,0.0014904803,0.007452407,0.16522682,False
file_/var/log/app_005.log,3,0.0032634486,0.0008158621,0.0040793107,0.0,False
file_/var/log/app_019.log,1,0.0032634486,0.0008158621,0.0040793107,0.0,False
file_/var/log/app_049.log,0,0.015847476,0.003961869,0.019809345,0.7705157,True
file_/var/log/app_050.log,4,0.0059619267,0.0014904803,0.007452407,0.16522682,False
proc_app_001,1,0.0032634486,0.00081586215,0.0040793107,0.0,False
proc_app_004,2,0.004323385,0.0010808462,0.005404231,0.064899534,False
proc_app_007,11,0.010091716,0.0025229289,0.012614645,0.4180925,True
proc_app_012,3,0.0032634486,0.00081586215,0.0040793107,0.0,False
proc_app_014,4,0.0059619267,0.0014904832,0.0074524097,0.16522695,False
proc_app_025,5,0.0059619267,0.0014904832,0.0074524097,0.16522695,False
proc_app_034,6,0.005454834,0.0013637097,0.0068185437,0.13417783,False
proc_app_055,12,0.0186482,0.004662052,0.023310252,0.94200313,True
proc_app_069,7,0.0059619267,0.0014904832,0.0074524097,0.16522695,False
proc_app_080,9,0.019595396,0.004898848,0.024494244,0.99999946,True
proc_sys_005,8,0.005454834,0.0013637097,0.0068185437,0.13417783,False
proc_sys_011,9,0.019595396,0.0048988503,0.024494246,0.9999995,True
proc_sys_015,10,0.0059619267,0.0014904832,0.0074524097,0.16522695,False
proc_sys_018,11,0.010091716,0.0025229298,0.012614646,0.4180925,True
proc_sys_031,12,0.0186482,0.004662048,0.023310248,0.9420029,True
