node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
domain_service10.internal,3,0.007117332,0.0017793331,0.008896665,0.31734112,False
file_/etc/cron.d/sys-sync,10,0.0032634486,0.0008158621,0.0040793107,0.089180835,False
file_/home/admin/docs/doc_009.txt,6,0.005454834,0.0013637074,0.0068185413,0.21891671,False
file_/home/admin/docs/doc_014.txt,4,0.0019249863,0.0004812467,0.002406233,0.009940263,False
file_/home/admin/docs/doc_039.txt,0,0.0019249863,0.0004812467,0.002406233,0.009940263,False
file_/tmp/cache_009.dat,8,0.0066548022,0.001663701,0.008318503,0.28995815,False
file_/var/log/app_007.log,2,0.0017570843,0.00043927087,0.0021963553,0.0,False
file_/var/log/app_008.log,7,0.0017570843,0.00043927087,0.0021963553,0.0,False
file_/var/log/app_032.log,9,0.005454834,0.0013637074,0.0068185413,0.21891671,False
file_/var/log/app_044.log,1,0.0059619267,0.0014904803,0.007452407,0.24893795,False
ip_10.0.0.38,5,0.007117332,0.0017793331,0.008896665,0.31734112,False
proc_app_005,11,0.018648198,0.004662048,0.023310246,0.99999946,True
proc_app_006,0,0.0019249863,0.00048124648,0.0024062328,0.009940252,False
proc_app_015,1,0.0059619267,0.0014904832,0.0074524097,0.24893808,False
proc_app_035,2,0.0017570843,0.00043927136,0.0021963557,2.2054724e-08,False
proc_app_036,3,0.007117332,0.001779333,0.008896665,0.31734112,False
proc_app_042,4,0.0019249863,0.00048124648,0.0024062328,0.009940252,False
proc_app_046,5,0.007117332,0.001779333,0.008896665,0.31734112,False
proc_app_056,6,0.005454834,0.0013637097,0.0068185437,0.21891682,False
proc_app_061,7,0.0017570843,0.00043927136,0.0021963557,2.2054724e-08,False
proc_app_064,8,0.0066548022,0.0016637001,0.008318502,0.28995812,False
proc_app_078,9,0.005454834,0.0013637097,0.0068185437,0.21891682,False
proc_syncsvc,10,0.0032634486,0.00081586215,0.0040793107,0.089180835,False
proc_sys_006,11,0.018648198,0.004662051,0.023310248,0.9999996,True
