node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
domain_service09.internal,5,0.007117332,0.0017793331,0.008896665,0.018686146,False
file_/home/admin/docs/doc_013.txt,1,0.012526024,0.003131506,0.01565753,0.037541173,False
file_/home/admin/docs/doc_033.txt,2,0.005454834,0.0013637074,0.0068185413,0.012890575,False
file_/tmp/cache_012.dat,7,0.0059619267,0.0014904803,0.007452407,0.01465833,False
file_/tmp/cache_017.dat,0,0.02357459,0.010477596,0.034052186,0.08884107,False
file_/tmp/cache_018.dat,6,0.005454834,0.0013637074,0.0068185413,0.012890575,False
file_/var/log/app_019.log,1,0.012526024,0.0031315058,0.01565753,0.037541173,False
file_/var/log/app_033.log,4,0.005454834,0.0013637074,0.0068185413,0.012890575,False
file_/var/log/app_055.log,8,0.0017570843,0.00043927087,0.0021963553,0.0,False
file_/var/log/app_060.log,0,0.21326335,0.14750394,0.3607673,1.0,True
ip_10.0.0.41,3,0.007117332,0.0017793331,0.008896665,0.018686146,False
proc_app_014,2,0.005454834,0.0013637097,0.0068185437,0.012890582,False
proc_app_035,3,0.007117332,0.001779333,0.008896665,0.018686146,False
proc_app_037,4,0.005454834,0.0013637097,0.0068185437,0.012890582,False
proc_app_052,5,0.007117332,0.001779333,0.008896665,0.018686146,False
proc_app_056,6,0.005454834,0.0013637097,0.0068185437,0.012890582,False
proc_app_058,7,0.0059619267,0.0014904832,0.0074524097,0.014658338,False
proc_app_070,8,0.0017570843,0.00043927136,0.0021963557,1.2986586e-09,False
proc_app_079,9,0.019595396,0.004898848,0.024494244,0.06218543,False
proc_sys_002,9,0.019595396,0.0048988503,0.024494246,0.062185433,False
proc_sys_015,0,0.07885077,0.102699764,0.18155053,0.50019157,True
