node_id,community_id,d_local,d_comm,s_raw,s,is_suspicious
domain_service03.internal,1,0.015332484,0.003833121,0.019165605,0.99999946,True
file_/etc/cron.d/sys-sync,7,0.007733085,0.0019332713,0.009666356,0.43319753,True
file_/home/admin/docs/doc_014.txt,8,0.0059619267,0.0014904803,0.007452407,0.30109546,False
file_/home/admin/docs/doc_027.txt,0,0.012526024,0.0031315058,0.01565753,0.7906793,True
file_/tmp/cache_007.dat,2,0.0059619267,0.0014904803,0.007452407,0.30109546,False
file_/tmp/cache_012.dat,3,0.0019249863,0.0004812467,0.002406233,1.3892555e-08,False
file_/var/log/app_043.log,10,0.005454834,0.0013637074,0.0068185413,0.26327392,False
file_/var/log/app_055.log,0,0.012526024,0.003131506,0.01565753,0.7906793,True
ip_10.0.0.18,4,0.013013259,0.0032533132,0.016266571,0.82701963,True
ip_10.0.0.33,11,0.007117332,0.0017793331,0.008896665,0.38727152,False
ip_10.0.0.7,6,0.015332484,0.003833121,0.019165605,0.99999946,True
ip_192.168.1.16,9,0.007117332,0.0017793331,0.008896665,0.38727152,False
proc_app_003,1,0.015332484,0.0038331207,0.019165605,0.99999946,True
proc_app_011,5,0.010091718,0.002522931,0.012614649,0.60911644,True
proc_app_024,2,0.0059619267,0.0014904832,0.0074524097,0.30109563,False
proc_app_042,3,0.0019249863,0.00048124648,0.0024062328,0.0,False
proc_app_043,4,0.013013259,0.0032533158,0.016266575,0.8270199,True
proc_app_073,5,0.010091718,0.0025229282,0.012614647,0.6091164,True
proc_app_078,6,0.015332484,0.0038331207,0.019165605,0.99999946,True
proc_syncsvc,7,0.007733085,0.0019332713,0.009666356,0.43319753,True
proc_sys_002,8,0.0059619267,0.0014904832,0.0074524097,0.30109563,False
proc_sys_010,9,0.007117332,0.001779333,0.008896665,0.38727152,False
proc_sys_024,10,0.005454834,0.0013637097,0.0068185437,0.26327407,False
proc_sys_039,11,0.007117332,0.001779333,0.008896665,0.38727152,False
